Effect,Dx_desc,chapter,outcome,OddsRatioEst,LowerCL,UpperCL,impute_flag
PDx_S40toS49,Injuries to the shoulder and upper arm,Chp19_PDx,LANGCOGCategory_Num,1.41253,1.08766,1.80761,0
PDx_S30toS39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",Chp19_PDx,LANGCOGCategory_Num,1.38992,0.81515,2.25148,0
PDx_S20toS29,Injuries to the thorax,Chp19_PDx,LANGCOGCategory_Num,1.63982,0.63784,3.76754,0
PDx_S10toS19,Injuries to the neck,Chp19_PDx,LANGCOGCategory_Num,1.27806,0.55335,2.64418,0
PDx_S00toS09,Injuries to the head,Chp19_PDx,LANGCOGCategory_Num,1.41848,1.22332,1.63625,0
PDx_R95toR99,Ill-defined and unknown causes of mortality,Chp18_PDx,LANGCOGCategory_Num,1.55176,0.42483,5.36809,0
PDx_Q80toQ89,Other congenital malformations,Chp17_PDx,LANGCOGCategory_Num,1.19595,0.52479,2.43236,0
PDx_Q65toQ79,Congenital malformations and deformations of the musculoskeletal system,Chp17_PDx,LANGCOGCategory_Num,1.57794,0.95319,2.48472,0
PDx_Q60toQ64,Congenital malformations of the urinary system,Chp17_PDx,LANGCOGCategory_Num,1.05791,0.27846,3.84251,0
PDx_Q50toQ56,Congenital malformations of genital organs,Chp17_PDx,LANGCOGCategory_Num,2.07417,1.30662,3.16778,0
PDx_Q38toQ45,Other congenital malformations of the digestive system,Chp17_PDx,LANGCOGCategory_Num,1.52201,1.1186,2.02657,0
PDx_Q30toQ34,Congenital malformations of the respiratory system,Chp17_PDx,LANGCOGCategory_Num,2.07774,0.98532,4.01268,0
PDx_Q10toQ18,"Congenital malformations of eye, ear, face and neck",Chp17_PDx,LANGCOGCategory_Num,0.86394,0.50813,1.3804,0
PDx_P90toP96,Other disorders originating in the perinatal period,Chp16_PDx,LANGCOGCategory_Num,0.77112,0.3332,1.59817,0
PDx_P80toP83,Conditions involving the integument and temperature regulation of fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,0.87108,0.41293,1.666,0
PDx_P75toP78,Digestive system disorders of fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,1.63744,0.43911,5.89526,0
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,1.11027,0.2856,4.16619,0
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,LANGCOGCategory_Num,1.00912,0.27013,3.54025,0
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,LANGCOGCategory_Num,1.0472,0.27608,3.79015,0
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,LANGCOGCategory_Num,2.17889,0.91987,4.7124,0
PDx_P10toP15,Birth trauma,Chp16_PDx,LANGCOGCategory_Num,1.16263,0.29393,4.53747,0
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,LANGCOGCategory_Num,1.77072,0.46172,6.54024,0
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,LANGCOGCategory_Num,1.08885,0.28203,4.10074,0
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,LANGCOGCategory_Num,0.76636,0.2261,2.34906,0
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,LANGCOGCategory_Num,0.83062,0.23919,2.60729,0
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,LANGCOGCategory_Num,1.99087,0.73542,4.90756,0
PDx_N60toN64,Disorders of breast,Chp14_PDx,LANGCOGCategory_Num,1.06148,0.33082,3.02617,0
PDx_N40toN51,Diseases of male genital organs,Chp14_PDx,LANGCOGCategory_Num,1.15549,0.92463,1.42681,0
PDx_N30toN39,Other diseases of urinary system,Chp14_PDx,LANGCOGCategory_Num,1.22213,0.94962,1.54938,0
PDx_N25toN29,Other disorders of kidney and ureter,Chp14_PDx,LANGCOGCategory_Num,0.84252,0.24038,2.67631,0
PDx_N20toN23,Urolithiasis,Chp14_PDx,LANGCOGCategory_Num,1.04958,0.27727,3.78063,0
PDx_N17toN19,Renal failure,Chp14_PDx,LANGCOGCategory_Num,1.10075,0.28441,4.10193,0
PDx_N10toN16,Renal tubulo-interstitial diseases,Chp14_PDx,LANGCOGCategory_Num,1.03054,0.50456,1.91471,0
PDx_N00toN08,Glomerular diseases,Chp14_PDx,LANGCOGCategory_Num,0.80087,0.29631,1.92899,0
PDx_M91toM94,Chondropathies,Chp13_PDx,LANGCOGCategory_Num,1.06981,0.33201,3.09757,0
PDx_M86toM90,Other osteopathies,Chp13_PDx,LANGCOGCategory_Num,0.92701,0.39389,1.94208,0
PDx_M80toM85,Disorders of bone density and structure,Chp13_PDx,LANGCOGCategory_Num,2.01586,0.75446,4.82069,0
PDx_M70toM79,Other soft tissue disorders,Chp13_PDx,LANGCOGCategory_Num,1.29234,0.64974,2.38357,0
PDx_M65toM68,Disorders of synovium and tendon,Chp13_PDx,LANGCOGCategory_Num,0.97104,0.54859,1.6065,0
PDx_M60toM63,Disorders of muscles,Chp13_PDx,LANGCOGCategory_Num,1.43395,0.57239,3.1892,0
PDx_M50toM54,Other dorsopathies,Chp13_PDx,LANGCOGCategory_Num,0.62237,0.19516,1.7612,0
PDx_M45toM49,Spondylopathies,Chp13_PDx,LANGCOGCategory_Num,1.92423,0.58191,5.69891,0
PDx_M40toM43,Deforming dorsopathies,Chp13_PDx,LANGCOGCategory_Num,2.02538,0.75803,4.82902,0
PDx_M20toM25,Other joint disorders,Chp13_PDx,LANGCOGCategory_Num,1.24474,0.70329,2.06465,0
PDx_M15toM19,Arthrosis,Chp13_PDx,LANGCOGCategory_Num,1.16025,0.29274,4.52914,0
PDx_M05toM14,Inflammatory polyarthropathies,Chp13_PDx,LANGCOGCategory_Num,0.89012,0.32487,2.13724,0
PDx_M00toM03,Infectious arthropathies,Chp13_PDx,LANGCOGCategory_Num,1.37802,0.59024,2.8917,0
PDx_L80toL99,Other disorders of the skin and subcutaneous tissue,Chp12_PDx,LANGCOGCategory_Num,0.92939,0.48671,1.63982,0
PDx_L60toL75,Disorders of skin appendages,Chp12_PDx,LANGCOGCategory_Num,0.92225,0.39389,1.92185,0
PDx_L55toL59,Radiation-related disorders of the skin and subcutaneous tissue,Chp12_PDx,LANGCOGCategory_Num,0.78064,0.22729,2.45259,0
PDx_L50toL54,Urticaria and erythema,Chp12_PDx,LANGCOGCategory_Num,0.86751,0.47005,1.48393,0
PDx_L40toL45,Papulosquamous disorders,Chp12_PDx,LANGCOGCategory_Num,2.76556,0.96271,7.2471,0
PDx_L20toL30,Dermatitis and eczema,Chp12_PDx,LANGCOGCategory_Num,1.62435,1.07814,2.37167,0
PDx_L10toL14,Bullous disorders,Chp12_PDx,LANGCOGCategory_Num,1.68623,0.44744,6.11541,0
PDx_L00toL08,Infections of the skin and subcutaneous tissue,Chp12_PDx,LANGCOGCategory_Num,1.36493,1.12931,1.63744,0
PDx_K90toK93,Other diseases of the digestive system,Chp11_PDx,LANGCOGCategory_Num,1.29948,0.77231,2.06822,0
PDx_K80toK87,"Disorders of gallbladder, biliary tract and pancreas",Chp11_PDx,LANGCOGCategory_Num,1.04244,0.32368,3.01308,0
PDx_K70toK77,Diseases of liver,Chp11_PDx,LANGCOGCategory_Num,1.38278,0.39389,4.49225,0
PDx_K65toK67,Diseases of peritoneum,Chp11_PDx,LANGCOGCategory_Num,1.09004,0.28322,4.05314,0
PDx_K55toK63,Other diseases of intestines,Chp11_PDx,LANGCOGCategory_Num,1.58389,1.1662,2.10868,0
PDx_K50toK52,Noninfective enteritis and colitis,Chp11_PDx,LANGCOGCategory_Num,0.89012,0.37961,1.87068,0
PDx_K40toK46,Hernia,Chp11_PDx,LANGCOGCategory_Num,1.19357,0.94486,1.48869,0
PDx_K35toK38,Diseases of appendix,Chp11_PDx,LANGCOGCategory_Num,1.31257,0.87822,1.89686,0
PDx_K20toK31,"Diseases of oesophagus, stomach and duodenum",Chp11_PDx,LANGCOGCategory_Num,1.09718,0.75208,1.55057,0
PDx_K00toK14,"Diseases of oral cavity, salivary glands and jaws",Chp11_PDx,LANGCOGCategory_Num,1.46132,1.30067,1.63625,0
PDx_J95toJ99,Other diseases of the respiratory system,Chp10_PDx,LANGCOGCategory_Num,1.27092,0.81872,1.89567,0
PDx_J90toJ94,Other diseases of pleura,Chp10_PDx,LANGCOGCategory_Num,0.99841,0.26775,3.49979,0
PDx_J85toJ86,Suppurative and necrotic conditions of lower respiratory tract,Chp10_PDx,LANGCOGCategory_Num,1.03173,0.2737,3.67591,0
PDx_J80toJ84,Other respiratory diseases principally affecting the interstitium,Chp10_PDx,LANGCOGCategory_Num,1.2733,0.37009,4.12692,0
PDx_J60toJ70,Lung diseases due to external agents,Chp10_PDx,LANGCOGCategory_Num,1.2614,0.37247,3.86393,0
PDx_J40toJ47,Chronic lower respiratory diseases,Chp10_PDx,LANGCOGCategory_Num,1.29234,1.15311,1.44585,0
PDx_J30toJ39,Other diseases of upper respiratory tract,Chp10_PDx,LANGCOGCategory_Num,1.06267,0.94129,1.19357,0
PDx_J20toJ22,Other acute lower respiratory infections,Chp10_PDx,LANGCOGCategory_Num,1.52915,1.38397,1.68623,0
PDx_J10toJ18,Influenza and pneumonia,Chp10_PDx,LANGCOGCategory_Num,1.309,1.1305,1.50892,0
PDx_J00toJ06,Acute upper respiratory infections,Chp10_PDx,LANGCOGCategory_Num,1.2019,1.07814,1.33637,0
PDx_I95toI99,Other and unspecified disorders of the circulatory system,Chp09_PDx,LANGCOGCategory_Num,1.03054,0.27251,3.71399,0
PDx_I80toI89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Chp09_PDx,LANGCOGCategory_Num,1.3804,0.86275,2.11463,0
PDx_I70toI79,"Diseases of arteries, arterioles and capillaries",Chp09_PDx,LANGCOGCategory_Num,1.26854,0.37366,3.89011,0
PDx_I60toI69,Cerebrovascular diseases,Chp09_PDx,LANGCOGCategory_Num,1.36136,0.39151,4.32446,0
PDx_I30toI52,Other forms of heart disease,Chp09_PDx,LANGCOGCategory_Num,1.32804,0.49147,3.17968,0
PDx_I26toI28,Pulmonary heart disease and diseases of pulmonary circulation,Chp09_PDx,LANGCOGCategory_Num,1.1067,0.2856,4.20427,0
PDx_I10toI15,Hypertensive diseases,Chp09_PDx,LANGCOGCategory_Num,0.89131,0.2499,2.90836,0
PDx_I00toI02,Acute rheumatic fever,Chp09_PDx,LANGCOGCategory_Num,1.16263,0.29393,4.54461,0
PDx_H90toH95,Other disorders of ear,Chp08_PDx,LANGCOGCategory_Num,1.71598,0.99603,2.80602,0
PDx_H80toH83,Diseases of inner ear,Chp08_PDx,LANGCOGCategory_Num,0.88536,0.24871,2.87623,0
PDx_H65toH75,Diseases of middle ear and mastoid,Chp08_PDx,LANGCOGCategory_Num,1.41015,1.23879,1.60055,0
PDx_H60toH62,Diseases of external ear,Chp08_PDx,LANGCOGCategory_Num,2.28361,1.30662,3.79372,0
PDx_H55toH59,Other disorders of eye and adnexa,Chp07_PDx,LANGCOGCategory_Num,0.96866,0.30821,2.72391,0
PDx_H53toH54,Visual disturbances and blindness,Chp07_PDx,LANGCOGCategory_Num,1.85521,0.56525,5.47995,0
PDx_H49toH52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",Chp07_PDx,LANGCOGCategory_Num,0.9996,0.63189,1.51249,0
PDx_H46toH48,Disorders of optic nerve and visual pathways,Chp07_PDx,LANGCOGCategory_Num,1.07695,0.28084,3.9389,0
PDx_H43toH45,Disorders of vitreous body and globe,Chp07_PDx,LANGCOGCategory_Num,0.92463,0.25228,3.24513,0
PDx_H40toH42,Glaucoma,Chp07_PDx,LANGCOGCategory_Num,1.43395,0.39865,4.93374,0
PDx_H30toH36,Disorders of choroid and retina,Chp07_PDx,LANGCOGCategory_Num,1.55295,0.42602,5.32763,0
PDx_H25toH28,Disorders of lens,Chp07_PDx,LANGCOGCategory_Num,1.03411,0.31892,3.05235,0
PDx_H15toH22,"Disorders of sclera, cornea, iris and ciliary body",Chp07_PDx,LANGCOGCategory_Num,2.5704,0.98175,6.17491,0
PDx_H10toH13,Disorders of conjunctiva,Chp07_PDx,LANGCOGCategory_Num,1.90995,0.81515,4.10669,0
PDx_H00toH06,"Disorders of eyelid, lacrimal system and orbit",Chp07_PDx,LANGCOGCategory_Num,0.94724,0.61642,1.39587,0
PDx_G90toG99,Other disorders of the nervous system,Chp06_PDx,LANGCOGCategory_Num,1.25545,0.46529,3.0345,0
PDx_G80toG83,Cerebral palsy and other paralytic syndromes,Chp06_PDx,LANGCOGCategory_Num,1.26973,0.37009,4.02339,0
PDx_G70toG73,Diseases of myoneural junction and muscle,Chp06_PDx,LANGCOGCategory_Num,1.12693,0.28798,4.26377,0
PDx_G60toG64,Polyneuropathies and other disorders of the peripheral nervous system,Chp06_PDx,LANGCOGCategory_Num,0.86989,0.24633,2.78103,0
PDx_G50toG59,"Nerve, nerve root and plexus disorders",Chp06_PDx,LANGCOGCategory_Num,0.8687,0.24514,2.7965,0
PDx_G40toG47,Episodic and paroxysmal disorders,Chp06_PDx,LANGCOGCategory_Num,1.24117,1.03768,1.47441,0
PDx_G20toG26,Extrapyramidal and movement disorders,Chp06_PDx,LANGCOGCategory_Num,1.02221,0.3213,2.89051,0
PDx_G10toG13,Systemic atrophies primarily affecting the central nervous system,Chp06_PDx,LANGCOGCategory_Num,0.96033,0.2618,3.28321,0
PDx_G00toG09,Inflammatory diseases of the central nervous system,Chp06_PDx,LANGCOGCategory_Num,1.09242,0.48076,2.23006,0
PDx_F99toF99,Unspecified mental disorder,Chp05_PDx,LANGCOGCategory_Num,1.13288,0.28917,4.34588,0
PDx_F90toF98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Chp05_PDx,LANGCOGCategory_Num,1.42443,0.63665,2.89408,0
PDx_F80toF89,Disorders of psychological development,Chp05_PDx,LANGCOGCategory_Num,2.49662,0.96152,5.95833,0
PDx_F70toF79,Mental retardation,Chp05_PDx,LANGCOGCategory_Num,1.76239,0.46053,6.51763,0
PDx_F60toF69,Disorders of adult personality and behaviour,Chp05_PDx,LANGCOGCategory_Num,1.18286,0.29631,4.7005,0
PDx_F50toF59,Behavioural syndromes associated with physiological disturbances and physical factors,Chp05_PDx,LANGCOGCategory_Num,1.05077,0.54978,1.84212,0
PDx_F40toF48,"Neurotic, stress-related and somatoform disorders",Chp05_PDx,LANGCOGCategory_Num,1.20904,0.36057,3.67829,0
PDx_F30toF39,Mood [affective] disorders,Chp05_PDx,LANGCOGCategory_Num,1.12336,0.28798,4.27329,0
PDx_F10toF19,Mental and behavioural disorders due to psychoactive substance use,Chp05_PDx,LANGCOGCategory_Num,0.93891,0.25585,3.30463,0
PDx_F00toF09,"Organic, including symptomatic, mental disorders",Chp05_PDx,LANGCOGCategory_Num,1.50416,0.4165,5.08963,0
PDx_E70toE89,Metabolic disorders,Chp04_PDx,LANGCOGCategory_Num,1.17572,0.64855,1.99801,0
PDx_E65toE68,Obesity and other hyperalimentation,Chp04_PDx,LANGCOGCategory_Num,1.44585,0.40817,4.70407,0
PDx_E50toE64,Other nutritional deficiencies,Chp04_PDx,LANGCOGCategory_Num,1.01031,0.31654,2.91431,0
PDx_E40toE46,Malnutrition,Chp04_PDx,LANGCOGCategory_Num,1.13407,0.28917,4.3316,0
PDx_E20toE35,Disorders of other endocrine glands,Chp04_PDx,LANGCOGCategory_Num,1.53272,0.68306,3.12256,0
PDx_E15toE16,Other disorders of glucose regulation and pancreatic internal secretion,Chp04_PDx,LANGCOGCategory_Num,0.94367,0.33915,2.31693,0
PDx_E00toE07,Disorders of thyroid gland,Chp04_PDx,LANGCOGCategory_Num,0.9996,0.26894,3.4867,0
PDx_D80toD89,Certain disorders involving the immune mechanism,Chp03_PDx,LANGCOGCategory_Num,1.09718,0.28322,4.12216,0
PDx_D70toD77,Other diseases of blood and blood-forming organs,Chp03_PDx,LANGCOGCategory_Num,1.5113,0.68544,3.07258,0
PDx_D65toD69,"Coagulation defects, purpura and other haemorrhagic conditions",Chp03_PDx,LANGCOGCategory_Num,1.96707,1.19,3.10828,0
PDx_D60toD64,Aplastic and other anaemias,Chp03_PDx,LANGCOGCategory_Num,1.70051,0.59738,4.32803,0
PDx_D55toD59,Haemolytic anaemias,Chp03_PDx,LANGCOGCategory_Num,2.03728,0.75684,4.94921,0
PDx_D50toD53,Nutritional anaemias,Chp03_PDx,LANGCOGCategory_Num,2.19674,0.87346,5.00038,0
PDx_D37toD48,Neoplasms of uncertain or unknown behaviour,Chp02_PDx,LANGCOGCategory_Num,0.93653,0.30107,2.59063,0
PDx_D10toD36,Benign neoplasms,Chp02_PDx,LANGCOGCategory_Num,0.92344,0.62118,1.3209,0
PDx_D00toD09,In situ neoplasms,Chp02_PDx,LANGCOGCategory_Num,1.16263,0.29393,4.53747,0
PDx_C81toC96,"Malignant neoplasms of lymphoid, haematopoietic and related tissue",Chp02_PDx,LANGCOGCategory_Num,0.55573,0.19754,1.41967,0
PDx_C76toC80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Chp02_PDx,LANGCOGCategory_Num,1.46846,0.40817,4.95635,0
PDx_C73toC75,Malignant neoplasms of thyroid and other endocrine glands,Chp02_PDx,LANGCOGCategory_Num,1.05315,0.27608,3.84965,0
PDx_C69toC72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Chp02_PDx,LANGCOGCategory_Num,0.77707,0.22729,2.43236,0
PDx_C64toC68,Malignant neoplasms of urinary tract,Chp02_PDx,LANGCOGCategory_Num,0.76755,0.22372,2.40499,0
PDx_C60toC63,Malignant neoplasms of male genital organs,Chp02_PDx,LANGCOGCategory_Num,1.16977,0.29512,4.59459,0
PDx_C45toC49,Malignant neoplasms of mesothelial and soft tissue,Chp02_PDx,LANGCOGCategory_Num,1.29115,0.37366,4.15905,0
PDx_C43toC44,Melanoma and other malignant neoplasms of skin,Chp02_PDx,LANGCOGCategory_Num,1.10075,0.28441,4.09479,0
PDx_C40toC41,Malignant neoplasms of bone and articular cartilage,Chp02_PDx,LANGCOGCategory_Num,1.05077,0.27608,3.81276,0
PDx_C30toC39,Malignant neoplasms of respiratory and intrathoracic organs,Chp02_PDx,LANGCOGCategory_Num,2.3443,0.65688,7.9373,0
PDx_C15toC26,Malignant neoplasms of digestive organs,Chp02_PDx,LANGCOGCategory_Num,1.07219,0.27965,3.95318,0
PDx_B99toB99,Other infectious diseases,Chp01_PDx,LANGCOGCategory_Num,0.88893,0.24871,2.95001,0
PDx_B95toB97,"Bacterial, viral and other infectious agents",Chp01_PDx,LANGCOGCategory_Num,1.19714,0.40936,3.09519,0
PDx_B85toB89,"Pediculosis, acariasis and other infestations",Chp01_PDx,LANGCOGCategory_Num,1.34827,0.56287,2.97381,0
PDx_B65toB83,Helminthiases,Chp01_PDx,LANGCOGCategory_Num,0.85799,0.24276,2.78579,0
PDx_B50toB64,Protozoal diseases,Chp01_PDx,LANGCOGCategory_Num,1.11979,0.28679,4.26615,0
PDx_B35toB49,Mycoses,Chp01_PDx,LANGCOGCategory_Num,1.1424,0.45934,2.60372,0
PDx_B25toB34,Other viral diseases,Chp01_PDx,LANGCOGCategory_Num,1.23998,1.07457,1.42443,0
PDx_B15toB19,Viral hepatitis,Chp01_PDx,LANGCOGCategory_Num,0.98056,0.26537,3.41173,0
PDx_B00toB09,Viral infections characterised by skin and mucous membrane lesions,Chp01_PDx,LANGCOGCategory_Num,1.24712,0.91273,1.66838,0
PDx_A90toA99,Arthropod-borne viral fevers and viral haemorrhagic fevers,Chp01_PDx,LANGCOGCategory_Num,1.12217,0.28798,4.2602,0
PDx_A80toA89,Viral infections of the central nervous system,Chp01_PDx,LANGCOGCategory_Num,1.21499,0.5831,2.30979,0
PDx_A75toA79,Rickettsioses,Chp01_PDx,LANGCOGCategory_Num,1.16144,0.29393,4.52557,0
PDx_A65toA69,Other spirochaetal diseases,Chp01_PDx,LANGCOGCategory_Num,1.10194,0.28441,4.13287,0
PDx_A50toA64,Infections with a predominantly sexual mode of transmission,Chp01_PDx,LANGCOGCategory_Num,1.06267,0.27846,3.90796,0
PDx_A30toA49,Other bacterial diseases,Chp01_PDx,LANGCOGCategory_Num,1.45418,1.02221,2.01586,0
PDx_A15toA19,Tuberculosis,Chp01_PDx,LANGCOGCategory_Num,1.10075,0.28441,4.16024,0
PDx_A00toA09,Intestinal infectious diseases,Chp01_PDx,LANGCOGCategory_Num,1.15668,1.04244,1.28044,0
PDx_T66toT78,Other and unspecified effects of external causes,Chp19_PDx,DV2,1.57675,1.20666,2.03252,0
PDx_T51toT65,Toxic effects of substances chiefly nonmedicinal as to source,Chp19_PDx,DV2,1.14716,0.74494,1.70646,0
PDx_T36toT50,"Poisoning by drugs, medicaments and biological substances",Chp19_PDx,DV2,1.68385,1.31019,2.14081,0
PDx_T29toT31,Burns of multiple and unspecified body regions,Chp19_PDx,DV2,1.33756,0.38318,4.41728,0
PDx_T26toT28,Burns of eye and internal organs,Chp19_PDx,DV2,1.54224,0.4879,4.49701,0
PDx_T20toT25,"Burns of external body surface, specified by site",Chp19_PDx,DV2,1.71122,1.37683,2.10987,0
PDx_T15toT19,Effects of foreign body entering through natural orifice,Chp19_PDx,DV2,1.59698,1.26854,1.99087,0
PDx_T08toT14,"Injuries to unspecified part of trunk, limb or body region",Chp19_PDx,DV2,0.49147,0.18326,1.15668,0
PDx_T00toT07,Injuries involving multiple body regions,Chp19_PDx,DV2,2.16104,0.6188,7.17808,0
PDx_S90toS99,Injuries to the ankle and foot,Chp19_PDx,DV2,1.28282,0.93891,1.72074,0
PDx_S80toS89,Injuries to the knee and lower leg,Chp19_PDx,DV2,1.32447,0.98056,1.76001,0
PDx_S70toS79,Injuries to the hip and thigh,Chp19_PDx,DV2,1.73383,1.2138,2.42403,0
PDx_S60toS69,Injuries to the wrist and hand,Chp19_PDx,DV2,1.2376,1.01507,1.49821,0
PDx_S50toS59,Injuries to the elbow and forearm,Chp19_PDx,DV2,1.21856,1.04244,1.4161,0
PDx_S40toS49,Injuries to the shoulder and upper arm,Chp19_PDx,DV2,1.31971,1.06981,1.61364,0
PDx_S30toS39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",Chp19_PDx,DV2,1.48988,0.96271,2.23601,0
PDx_S20toS29,Injuries to the thorax,Chp19_PDx,DV2,1.34113,0.57001,2.87266,0
PDx_S10toS19,Injuries to the neck,Chp19_PDx,DV2,1.1662,0.57715,2.1777,0
PDx_S00toS09,Injuries to the head,Chp19_PDx,DV2,1.51725,1.3566,1.69456,0
PDx_Q80toQ89,Other congenital malformations,Chp17_PDx,DV2,0.92344,0.45339,1.71955,0
PDx_Q65toQ79,Congenital malformations and deformations of the musculoskeletal system,Chp17_PDx,DV2,1.03411,0.65807,1.56247,0
PDx_Q60toQ64,Congenital malformations of the urinary system,Chp17_PDx,DV2,0.97104,0.26299,3.35104,0
PDx_Q50toQ56,Congenital malformations of genital organs,Chp17_PDx,DV2,1.31733,0.87703,1.92304,0
PDx_Q38toQ45,Other congenital malformations of the digestive system,Chp17_PDx,DV2,1.19952,0.93772,1.51487,0
PDx_Q30toQ34,Congenital malformations of the respiratory system,Chp17_PDx,DV2,1.44704,0.74732,2.61562,0
PDx_Q10toQ18,"Congenital malformations of eye, ear, face and neck",Chp17_PDx,DV2,1.01745,0.70448,1.42919,0
PDx_P90toP96,Other disorders originating in the perinatal period,Chp16_PDx,DV2,1.37564,0.78421,2.29432,0
PDx_P80toP83,Conditions involving the integument and temperature regulation of fetus and newborn,Chp16_PDx,DV2,0.7616,0.41888,1.29591,0
PDx_P75toP78,Digestive system disorders of fetus and newborn,Chp16_PDx,DV2,1.58865,0.42959,5.6644,0
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,DV2,1.61959,0.43673,5.70367,0
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,DV2,1.28163,0.37366,4.03886,0
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,DV2,0.96033,0.26061,3.37246,0
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,DV2,1.17334,0.50575,2.47401,0
PDx_P10toP15,Birth trauma,Chp16_PDx,DV2,1.12455,0.28798,4.26615,0
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,DV2,1.07576,0.28084,3.97579,0
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,DV2,1.07338,0.27965,4.0222,0
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,DV2,0.64736,0.19992,1.87425,0
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,DV2,0.75446,0.22372,2.25981,0
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,DV2,1.09718,0.38199,2.80364,0
